,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
278,NN_tune_trainable_dbca4_00572_572_seed=573_2022-09-17_16-29-47,0.564,0.0899,0.639,0.0887
279,NN_tune_trainable_dbca4_00706_706_seed=707_2022-09-30_19-56-53,0.571,0.0984,0.6412,0.0973
280,NN_tune_trainable_dbca4_00512_512_seed=513_2022-09-11_15-35-19,0.564,0.0787,0.641,0.08
281,NN_tune_trainable_dbca4_00647_647_seed=648_2022-09-25_02-54-06,0.553,0.0861,0.6362,0.0893
282,NN_tune_trainable_dbca4_00717_717_seed=718_2022-10-01_22-24-18,0.548,0.0862,0.639,0.0898
283,NN_tune_trainable_dbca4_00415_415_seed=416_2022-09-01_18-12-11,0.559,0.0883,0.6369,0.0894
284,NN_tune_trainable_dbca4_00047_47_seed=48_2022-08-23_19-17-18,0.566,0.0882,0.6449,0.0902
285,NN_tune_trainable_dbca4_00907_907_seed=908_2022-10-20_15-30-21,0.569,0.0826,0.6381,0.0832
286,NN_tune_trainable_dbca4_00377_377_seed=378_2022-08-31_22-46-27,0.563,0.0839,0.6414,0.089
287,NN_tune_trainable_dbca4_00632_632_seed=633_2022-09-23_17-13-44,0.56,0.0849,0.6398,0.0844
288,NN_tune_trainable_dbca4_00280_280_seed=281_2022-08-29_13-44-29,0.565,0.0858,0.6443,0.0853
289,NN_tune_trainable_dbca4_00159_159_seed=160_2022-08-26_14-55-26,0.557,0.0832,0.6421,0.0835
290,NN_tune_trainable_dbca4_00734_734_seed=735_2022-10-03_15-07-27,0.573,0.0919,0.6431,0.0903
291,NN_tune_trainable_dbca4_00760_760_seed=761_2022-10-06_06-02-35,0.566,0.0832,0.6399,0.0851
292,NN_tune_trainable_dbca4_00920_920_seed=921_2022-10-21_22-44-54,0.552,0.0881,0.6435,0.0903
293,NN_tune_trainable_dbca4_00576_576_seed=577_2022-09-18_02-10-52,0.563,0.0853,0.6368,0.0873
294,NN_tune_trainable_dbca4_00567_567_seed=568_2022-09-17_04-25-31,0.565,0.09,0.6393,0.0918
295,NN_tune_trainable_dbca4_00583_583_seed=584_2022-09-18_19-05-34,0.565,0.086,0.6389,0.0859
296,NN_tune_trainable_dbca4_00020_20_seed=21_2022-08-23_02-54-57,0.562,0.0828,0.6388,0.0826
297,NN_tune_trainable_dbca4_00062_62_seed=63_2022-08-24_04-29-34,0.574,0.0928,0.6421,0.0932
298,NN_tune_trainable_dbca4_00365_365_seed=366_2022-08-31_15-54-02,0.569,0.0831,0.6399,0.0838
299,NN_tune_trainable_dbca4_00252_252_seed=253_2022-08-28_21-38-13,0.558,0.0855,0.6383,0.0846
300,NN_tune_trainable_dbca4_00400_400_seed=401_2022-09-01_12-13-04,0.561,0.081,0.6375,0.0835
301,NN_tune_trainable_dbca4_00143_143_seed=144_2022-08-26_05-32-05,0.563,0.0865,0.6417,0.0857
302,NN_tune_trainable_dbca4_00431_431_seed=432_2022-09-01_18-12-12,0.562,0.0894,0.6424,0.0893
303,NN_tune_trainable_dbca4_00329_329_seed=330_2022-08-30_19-11-17,0.57,0.087,0.6399,0.0888
304,NN_tune_trainable_dbca4_00071_71_seed=72_2022-08-24_09-22-05,0.574,0.0854,0.639,0.0867
305,NN_tune_trainable_dbca4_00244_244_seed=245_2022-08-28_17-05-04,0.565,0.081,0.6395,0.0814
306,NN_tune_trainable_dbca4_00229_229_seed=230_2022-08-28_07-57-23,0.562,0.0884,0.6388,0.0881
307,NN_tune_trainable_dbca4_00856_856_seed=857_2022-10-15_20-29-51,0.568,0.0919,0.6414,0.0931
308,NN_tune_trainable_dbca4_00944_944_seed=945_2022-10-24_08-36-55,0.558,0.0835,0.6388,0.0867
309,NN_tune_trainable_dbca4_00513_513_seed=514_2022-09-11_17-59-59,0.558,0.0869,0.6399,0.0868
310,NN_tune_trainable_dbca4_00479_479_seed=480_2022-09-08_07-49-58,0.573,0.085,0.6401,0.0872
311,NN_tune_trainable_dbca4_00786_786_seed=787_2022-10-08_20-36-22,0.572,0.086,0.6421,0.084
312,NN_tune_trainable_dbca4_00139_139_seed=140_2022-08-26_03-15-17,0.56,0.0877,0.6373,0.09
313,NN_tune_trainable_dbca4_00099_99_seed=100_2022-08-25_02-14-32,0.558,0.0793,0.6413,0.0823
314,NN_tune_trainable_dbca4_00690_690_seed=691_2022-09-29_05-26-21,0.556,0.0915,0.6385,0.0926
315,NN_tune_trainable_dbca4_00852_852_seed=853_2022-10-15_10-55-50,0.549,0.0907,0.6409,0.0924
316,NN_tune_trainable_dbca4_00056_56_seed=57_2022-08-24_00-12-29,0.569,0.0871,0.6378,0.0866
317,NN_tune_trainable_dbca4_00167_167_seed=168_2022-08-26_20-06-07,0.565,0.0808,0.6417,0.0841
318,NN_tune_trainable_dbca4_00299_299_seed=300_2022-08-30_00-57-58,0.562,0.0894,0.6447,0.0881
319,NN_tune_trainable_dbca4_00473_473_seed=474_2022-09-07_17-19-54,0.56,0.0862,0.6418,0.0894
320,NN_tune_trainable_dbca4_00878_878_seed=879_2022-10-17_17-57-14,0.558,0.09,0.6409,0.0916
321,NN_tune_trainable_dbca4_00936_936_seed=937_2022-10-23_13-20-34,0.557,0.0876,0.6384,0.088
322,NN_tune_trainable_dbca4_00831_831_seed=832_2022-10-13_08-42-30,0.566,0.0838,0.6485,0.0862
323,NN_tune_trainable_dbca4_00544_544_seed=545_2022-09-14_20-50-58,0.563,0.0822,0.6394,0.0838
324,NN_tune_trainable_dbca4_00358_358_seed=359_2022-08-31_11-41-12,0.565,0.0785,0.6429,0.0797
325,NN_tune_trainable_dbca4_00602_602_seed=603_2022-09-20_16-53-15,0.549,0.0879,0.6381,0.0873
326,NN_tune_trainable_dbca4_00464_464_seed=465_2022-09-06_19-33-54,0.563,0.0873,0.6391,0.089
327,NN_tune_trainable_dbca4_00212_212_seed=213_2022-08-27_22-05-39,0.577,0.0899,0.6425,0.0906
328,NN_tune_trainable_dbca4_00521_521_seed=522_2022-09-12_13-17-59,0.539,0.0858,0.6421,0.0865
329,NN_tune_trainable_dbca4_00941_941_seed=942_2022-10-24_01-23-56,0.553,0.0825,0.6383,0.0843
330,NN_tune_trainable_dbca4_00526_526_seed=527_2022-09-13_01-20-32,0.567,0.0852,0.6398,0.0837
331,NN_tune_trainable_dbca4_00336_336_seed=337_2022-08-30_22-38-35,0.559,0.0844,0.643,0.0868
332,NN_tune_trainable_dbca4_00943_943_seed=944_2022-10-24_06-12-48,0.535,0.0884,0.6452,0.0878
333,NN_tune_trainable_dbca4_00328_328_seed=329_2022-08-30_18-01-56,0.561,0.0882,0.6383,0.0889
