,name,normal_acc,normal_acc_attack,soup_acc,soup_acc_attack
75,"NN_tune_trainable_143c9_00337_337_model::dropout=0.5,model::init_type=uniform,model::nlin=sigmoid,optim::optimizer=adam,optim::wd=_2021-09-23_02-13-04",0.1,0.1,0.1,0.1
76,"NN_tune_trainable_143c9_00751_751_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=sgd,optim::_2021-09-24_00-28-49",0.449,0.1841,0.458,0.1906
77,"NN_tune_trainable_143c9_00355_355_model::dropout=0.5,model::init_type=normal,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.001_2021-09-23_03-15-10",0.36,0.1732,0.3413,0.1685
78,"NN_tune_trainable_143c9_00857_857_model::dropout=0.5,model::init_type=uniform,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.0_2021-09-24_05-15-08",0.247,0.1724,0.2483,0.1854
79,"NN_tune_trainable_143c9_00244_244_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=sgd,optim_2021-09-22_21-31-28",0.468,0.1982,0.4838,0.1961
80,"NN_tune_trainable_143c9_01273_1273_model::dropout=0.5,model::init_type=uniform,model::nlin=gelu,optim::optimizer=sgd,optim::wd=0.0_2021-09-25_00-45-03",0.1,0.1,0.1,0.1
81,"NN_tune_trainable_143c9_00478_478_model::dropout=0,model::init_type=kaiming_normal,model::nlin=gelu,optim::optimizer=adam,optim::w_2021-09-23_09-39-10",0.692,0.2837,0.7116,0.2893
82,"NN_tune_trainable_143c9_01116_1116_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=adam,optim:_2021-09-24_17-46-37",0.682,0.2922,0.708,0.2924
83,"NN_tune_trainable_143c9_00218_218_model::dropout=0,model::init_type=normal,model::nlin=gelu,optim::optimizer=adam,optim::wd=0.001,_2021-09-22_20-26-07",0.685,0.2676,0.7126,0.2893
84,"NN_tune_trainable_143c9_00672_672_model::dropout=0,model::init_type=uniform,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.01,s_2021-09-23_20-42-08",0.599,0.2808,0.616,0.2747
85,"NN_tune_trainable_143c9_01111_1111_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,op_2021-09-24_17-31-29",0.1,0.1,0.1,0.1
86,"NN_tune_trainable_143c9_00348_348_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=adam,optim::_2021-09-23_02-59-56",0.683,0.2745,0.7069,0.2823
87,"NN_tune_trainable_143c9_00340_340_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=adam,opti_2021-09-23_02-29-09",0.571,0.2575,0.6108,0.2741
88,"NN_tune_trainable_143c9_00771_771_model::dropout=0.5,model::init_type=normal,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.01_2021-09-24_01-12-38",0.414,0.1434,0.3541,0.1283
89,"NN_tune_trainable_143c9_00661_661_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=sigmoid,optim::optimizer=adam,op_2021-09-23_19-48-09",0.1,0.1,0.1,0.1
90,"NN_tune_trainable_143c9_00203_203_model::dropout=0.5,model::init_type=normal,model::nlin=relu,optim::optimizer=adam,optim::wd=0.00_2021-09-22_19-44-43",0.467,0.1555,0.456,0.1804
91,"NN_tune_trainable_143c9_00406_406_model::dropout=0,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,optim_2021-09-23_05-51-47",0.1,0.1,0.1,0.1
92,"NN_tune_trainable_143c9_00205_205_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=relu,optim::optimizer=adam,optim_2021-09-22_19-47-04",0.476,0.1839,0.4718,0.2068
93,"NN_tune_trainable_143c9_00193_193_model::dropout=0.5,model::init_type=uniform,model::nlin=tanh,optim::optimizer=adam,optim::wd=0.0_2021-09-22_19-13-20",0.457,0.182,0.4028,0.1694
94,"NN_tune_trainable_143c9_00878_878_model::dropout=0,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=sgd,optim::wd_2021-09-24_05-59-00",0.666,0.2784,0.7008,0.3184
95,"NN_tune_trainable_143c9_00842_842_model::dropout=0,model::init_type=normal,model::nlin=relu,optim::optimizer=adam,optim::wd=0.001,_2021-09-24_04-33-13",0.633,0.2628,0.6561,0.2792
96,"NN_tune_trainable_143c9_00718_718_model::dropout=0,model::init_type=kaiming_normal,model::nlin=relu,optim::optimizer=adam,optim::w_2021-09-23_22-50-22",0.687,0.292,0.7045,0.2998
97,"NN_tune_trainable_143c9_00658_658_model::dropout=0,model::init_type=normal,model::nlin=sigmoid,optim::optimizer=adam,optim::wd=0.0_2021-09-23_19-22-05",0.18,0.1568,0.1941,0.1501
98,"NN_tune_trainable_143c9_00343_343_model::dropout=0.5,model::init_type=kaiming_normal,model::nlin=sigmoid,optim::optimizer=adam,opt_2021-09-23_02-40-31",0.1,0.1,0.1,0.1
99,"NN_tune_trainable_143c9_00029_29_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=gelu,optim::optimizer=adam,optim:_2021-09-22_10-55-54",0.39,0.173,0.3957,0.17
100,"NN_tune_trainable_143c9_00484_484_model::dropout=0,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=sgd,optim::w_2021-09-23_10-06-39",0.656,0.267,0.6797,0.283
101,"NN_tune_trainable_143c9_00939_939_model::dropout=0.5,model::init_type=normal,model::nlin=relu,optim::optimizer=sgd,optim::wd=0.01,_2021-09-24_09-12-49",0.1,0.1,0.1,0.1
102,"NN_tune_trainable_143c9_00069_69_model::dropout=0.5,model::init_type=kaiming_uniform,model::nlin=tanh,optim::optimizer=adam,optim:_2021-09-22_12-54-09",0.478,0.1898,0.4303,0.1908
103,"NN_tune_trainable_143c9_00649_649_model::dropout=0.5,model::init_type=uniform,model::nlin=relu,optim::optimizer=adam,optim::wd=0.0_2021-09-23_18-56-28",0.1,0.1,0.1,0.1
104,"NN_tune_trainable_143c9_00739_739_model::dropout=0.5,model::init_type=normal,model::nlin=tanh,optim::optimizer=sgd,optim::wd=0.001_2021-09-23_23-58-57",0.372,0.1662,0.3525,0.157
